start_time,volume lane1,volume lane2,volume lane3,volume lane4,volume ramp1,volume ramp2,speed lane1,speed lane2,speed lane3,speed lane4
2022-06-24 21:00:00-07:00,755,833,1000,880,456,412,54.48,59.43,63.83,73.32
2022-06-24 22:00:00-07:00,560,702,827,584,414,297,55.81,60.59,64.31,75.08
2022-06-24 23:00:00-07:00,479,541,613,375,392,270,56.81,61.14,65.16,76.67
2022-06-25 00:00:00-07:00,296,387,412,223,233,156,58.23,62.06,65.77,77.08
2022-06-25 01:00:00-07:00,190,297,286,105,173,102,57.28,62.8,66.55,74.7
2022-06-25 02:00:00-07:00,121,220,204,73,60,88,57.83,62.88,66.67,76.75
2022-06-25 03:00:00-07:00,128,166,144,58,122,80,58.35,61.97,65.39,77.27
2022-06-25 04:00:00-07:00,206,204,166,45,185,98,57.23,61.35,66.26,78.85
2022-06-25 05:00:00-07:00,245,217,220,76,180,146,57.47,62.25,67.58,79.73
2022-06-25 06:00:00-07:00,318,318,431,202,205,177,58.78,63.25,67.71,78.8
2022-06-25 07:00:00-07:00,445,554,664,407,262,253,58.37,62.45,67.07,77.13
2022-06-25 08:00:00-07:00,532,658,856,597,297,333,57.2,61.74,66.14,76.2
2022-06-25 09:00:00-07:00,663,807,1054,878,318,449,56.99,61.33,65.48,74.95
2022-06-25 10:00:00-07:00,952,1019,1239,1201,429,680,54.42,59.07,63,72.33
2022-06-25 11:00:00-07:00,1139,1091,1361,1267,515,895,52.22,57.04,62.01,71.82
2022-06-25 12:00:00-07:00,1277,1258,1424,1369,551,978,50.17,54.75,58.95,68.03
2022-06-25 13:00:00-07:00,1369,1369,1453,1462,657,1064,48.68,52.67,57.61,66.42
2022-06-25 14:00:00-07:00,1390,1355,1477,1501,628,1149,50.84,55.73,60.98,70.48
2022-06-25 15:00:00-07:00,1351,1283,1453,1334,606,1110,51.2,55.96,61.03,71.4
2022-06-25 16:00:00-07:00,1297,1409,1438,1486,547,1035,51.38,55.28,60.59,69.72
2022-06-25 17:00:00-07:00,1114,1190,1325,1286,444,922,53.21,57.53,62.8,72.25
2022-06-25 18:00:00-07:00,1040,1057,1168,1054,422,835,53.95,59.03,64.46,74.7
2022-06-25 19:00:00-07:00,935,944,1079,884,465,638,55.12,60.49,65.47,75.54
2022-06-25 20:00:00-07:00,649,835,1010,844,355,325,56.23,60.66,64.9,75.93
2022-06-25 21:00:00-07:00,573,790,926,754,311,336,55.4,60.17,64.48,74.86
2022-06-25 22:00:00-07:00,500,716,859,625,310,228,56.88,60.78,64.3,74.6
2022-06-25 23:00:00-07:00,421,524,611,373,335,219,57.04,61.22,65.07,76.5
2022-06-26 00:00:00-07:00,328,423,413,184,286,136,56.73,61.66,65.5,76
2022-06-26 01:00:00-07:00,168,296,282,114,119,96,58.67,61.77,66.7,76.7
2022-06-26 02:00:00-07:00,93,219,230,84,41,83,58.18,64.29,67.54,76.09
2022-06-26 03:00:00-07:00,92,173,148,44,78,55,57,62.32,66.42,76.32
2022-06-26 04:00:00-07:00,168,154,109,38,155,62,58.02,60.66,66.21,76.79
2022-06-26 05:00:00-07:00,232,170,165,44,202,110,58.37,62.38,67.82,76.96
2022-06-26 06:00:00-07:00,252,286,291,105,231,106,58.81,63.2,68.25,78.3
2022-06-26 07:00:00-07:00,392,451,506,241,243,210,58.89,63.01,67.57,76.85
2022-06-26 08:00:00-07:00,436,496,649,400,230,233,57.59,62.08,65.9,76.44
2022-06-26 09:00:00-07:00,618,690,908,664,286,378,57.13,61.6,65.14,75.06
2022-06-26 10:00:00-07:00,755,865,1109,948,394,477,57.08,60.63,64.79,74.62
2022-06-26 11:00:00-07:00,1056,1022,1344,1233,529,757,54.17,58.76,62.77,71.73
2022-06-26 12:00:00-07:00,1118,988,1247,1342,635,807,35.33,39.77,38.65,43.63
2022-06-26 13:00:00-07:00,1382,1465,1590,1734,689,1123,50.57,54.01,58.75,67.06
2022-06-26 14:00:00-07:00,1300,1419,1494,1674,559,987,52.08,54.59,59.35,67.82
2022-06-26 15:00:00-07:00,1291,1382,1445,1577,593,1020,51.76,54.99,60.16,69.12
2022-06-26 16:00:00-07:00,1057,1194,1358,1583,557,657,54,58.53,62.59,71.82
2022-06-26 17:00:00-07:00,920,1071,1275,1270,481,546,55.67,60.08,64.91,74.44
2022-06-26 18:00:00-07:00,858,913,1144,1067,466,506,57.01,61.88,66.36,76.37
2022-06-26 19:00:00-07:00,571,591,738,653,357,254,57.55,62.53,66.73,77.12
2022-06-26 20:00:00-07:00,680,760,957,819,394,393,57.22,61.96,67.26,76.88
2022-06-26 21:00:00-07:00,607,667,878,754,381,282,56.05,60.95,65.12,75.51
2022-06-26 22:00:00-07:00,427,616,740,524,329,229,56.05,61.22,65.64,76.92
2022-06-26 23:00:00-07:00,346,442,441,256,352,165,57.02,61.68,65.44,77.35
2022-06-27 00:00:00-07:00,238,315,297,125,260,107,57.96,61.01,65.01,76.36
2022-06-27 01:00:00-07:00,201,239,208,64,216,108,56.82,60.81,66.7,76.23
2022-06-27 02:00:00-07:00,83,167,157,41,46,67,56.94,62.47,67.98,74.27
2022-06-27 03:00:00-07:00,115,175,138,39,114,68,56.47,61.1,66.08,74.9
2022-06-27 04:00:00-07:00,181,200,215,71,172,96,56.27,61.62,66.58,78.4
2022-06-27 05:00:00-07:00,348,381,467,322,190,206,57.82,63.49,67.96,78.01
2022-06-27 06:00:00-07:00,423,580,785,741,218,269,58.05,63.11,67.08,77.16
2022-06-27 07:00:00-07:00,674,800,1077,974,286,462,56.34,60.97,65.61,75.74
2022-06-27 08:00:00-07:00,771,983,1115,1039,359,544,55.92,59.18,63.78,73.38
2022-06-27 09:00:00-07:00,825,926,1106,961,385,537,55.16,59.09,63.74,73.44
2022-06-27 10:00:00-07:00,839,1047,1168,1027,450,594,54.18,58.19,62.78,72.37
2022-06-27 11:00:00-07:00,1007,1102,1277,1327,605,682,52.87,56.15,61.09,70.05
2022-06-27 12:00:00-07:00,1098,1146,1270,1243,564,658,52.32,56.84,62,71.47
2022-06-27 13:00:00-07:00,1258,1305,1458,1498,799,869,50.29,54.27,59.42,68.73
2022-06-27 14:00:00-07:00,1408,1466,1583,1739,837,1149,48.74,52.55,57.73,66.4
2022-06-27 15:00:00-07:00,1491,1614,1578,1685,1147,1166,37.19,37.98,39.3,42.86
2022-06-27 16:00:00-07:00,1513,1660,1537,1688,1138,1209,41.36,44.19,48.59,55.64
2022-06-27 17:00:00-07:00,1641,1617,1549,1762,865,1151,48.43,52.39,58.44,66.76
2022-06-27 18:00:00-07:00,1337,1276,1336,1454,632,1033,53.35,57.73,63.14,72.01
2022-06-27 19:00:00-07:00,903,892,972,774,548,528,56.35,62.67,66.99,77.76
2022-06-27 20:00:00-07:00,769,781,828,614,500,462,56.91,62.24,66.95,77.67
2022-06-27 21:00:00-07:00,617,639,823,553,421,335,55.38,60.33,65.28,76.53
2022-06-27 22:00:00-07:00,480,523,634,419,327,258,57.26,61.1,65.63,76.68
2022-06-27 23:00:00-07:00,426,465,455,252,353,256,56.94,61.83,66.33,77.74
2022-06-28 00:00:00-07:00,298,302,270,109,264,161,58.52,61.23,66.4,78.62
2022-06-28 01:00:00-07:00,216,215,189,75,165,161,57.35,62.37,66.29,79.99
2022-06-28 02:00:00-07:00,104,170,146,35,82,84,56.6,61.82,67.47,75.34
2022-06-28 03:00:00-07:00,130,173,146,54,126,79,57.82,60.71,66.23,77.96
2022-06-28 04:00:00-07:00,215,225,224,75,188,145,56.9,61.09,65.88,76.99
2022-06-28 05:00:00-07:00,369,380,528,316,193,268,58.43,62.88,67.84,78.42
2022-06-28 06:00:00-07:00,514,668,856,783,246,302,58.58,63.14,67.02,76.76
2022-06-28 07:00:00-07:00,713,784,1026,1021,293,477,56.78,61.66,65.14,75.53
2022-06-28 08:00:00-07:00,697,818,1106,1024,318,443,54.89,59.43,63.8,73.86
2022-06-28 09:00:00-07:00,739,826,1016,856,366,491,55.81,60.51,64.51,74.92
2022-06-28 10:00:00-07:00,781,896,1110,885,414,508,56.11,60.11,64.1,73.86
2022-06-28 11:00:00-07:00,1057,1067,1287,1217,590,663,53.79,58.59,62.15,71.46
2022-06-28 12:00:00-07:00,1075,1053,1232,1095,575,655,54.21,59.24,63.65,73.74
2022-06-28 13:00:00-07:00,1232,1169,1319,1226,727,745,53.46,57.99,62.6,71.87
2022-06-28 14:00:00-07:00,1487,1560,1613,1850,963,1143,51.06,55.05,60.27,68.79
2022-06-28 15:00:00-07:00,1697,1694,1702,1891,1063,1230,47.98,51.59,56.91,64.83
2022-06-28 16:00:00-07:00,1748,1768,1746,1920,1132,1298,43.24,46.34,50.94,57.69
2022-06-28 17:00:00-07:00,1670,1593,1634,1893,907,1142,42.95,44.67,48.39,54.4
2022-06-28 18:00:00-07:00,1411,1397,1470,1771,724,875,50.61,54.07,56.65,63.65
2022-06-28 19:00:00-07:00,981,995,1167,1076,527,534,55.56,59.72,64.24,73.33
2022-06-28 20:00:00-07:00,788,817,922,731,447,429,55.7,61.11,65.03,74.71
2022-06-28 21:00:00-07:00,607,714,861,734,343,336,56.09,60.12,63.9,73.04
2022-06-28 22:00:00-07:00,453,535,643,427,363,276,56.79,61.48,65.14,75.54
2022-06-28 23:00:00-07:00,390,464,440,233,336,261,57.08,61.66,65.62,77.53
2022-06-29 00:00:00-07:00,315,328,305,110,289,164,57.3,60.37,65.05,76.59
2022-06-29 01:00:00-07:00,185,233,211,64,136,149,55.73,61.95,65.81,76.5
2022-06-29 02:00:00-07:00,126,178,149,32,108,91,55.3,61.32,65.65,77.87
2022-06-29 03:00:00-07:00,123,140,149,44,93,85,57.75,61.34,64.84,74.29
2022-06-29 04:00:00-07:00,215,239,229,75,191,146,57.25,61.51,65.67,74.55
2022-06-29 05:00:00-07:00,357,407,485,282,187,274,56.96,62.4,67.15,77.04
2022-06-29 06:00:00-07:00,512,618,820,803,233,299,58.77,64.12,67.82,77.06
2022-06-29 07:00:00-07:00,660,810,1031,1113,311,484,55.16,60.97,65.09,75.3
2022-06-29 08:00:00-07:00,701,817,1056,943,315,474,55.27,60.02,64.64,74.8
2022-06-29 09:00:00-07:00,731,789,1030,906,341,484,56.37,60.51,64.51,74.82
2022-06-29 10:00:00-07:00,791,895,1122,858,446,532,55.8,59.91,63.87,73.07
2022-06-29 11:00:00-07:00,951,946,1167,986,544,622,54.72,58.79,63.02,72.11
2022-06-29 12:00:00-07:00,1078,1183,1336,1326,661,725,53.67,57.65,61.65,70.27
2022-06-29 13:00:00-07:00,1227,1169,1315,1382,708,762,52.31,56.39,61.23,69.77
2022-06-29 14:00:00-07:00,1496,1557,1608,1780,884,1123,49.89,53.15,58.18,66.34
2022-06-29 15:00:00-07:00,1617,1715,1635,1827,1265,1193,42.86,46.79,51.64,59.09
2022-06-29 16:00:00-07:00,1551,1687,1654,1820,1300,1095,37.03,37.98,40.47,45.42
2022-06-29 17:00:00-07:00,1653,1732,1678,1874,1112,1209,39.77,42.18,45.93,51.92
2022-06-29 18:00:00-07:00,1524,1504,1515,1767,841,1062,47.72,50.17,54.63,61.1
2022-06-29 19:00:00-07:00,1140,1150,1316,1380,594,633,54.18,57.9,62.53,70.13
2022-06-29 20:00:00-07:00,849,836,1018,843,474,507,55.81,60.08,64.76,74.94
2022-06-29 21:00:00-07:00,671,765,907,773,375,382,55.15,59.54,63.86,73.6
2022-06-29 22:00:00-07:00,516,595,670,484,369,297,56.56,60.68,64.97,76.01
2022-06-29 23:00:00-07:00,403,378,421,238,374,244,56.95,61.21,65.37,74.69
2022-06-30 00:00:00-07:00,309,293,293,100,297,180,57.29,60.78,65.21,76
2022-06-30 01:00:00-07:00,212,261,213,79,145,150,56,61.58,66.32,76.56
2022-06-30 02:00:00-07:00,111,134,144,34,68,101,56.73,61.72,66.59,72.5
2022-06-30 03:00:00-07:00,131,119,108,36,102,107,56.27,61.57,64.19,74.69
2022-06-30 04:00:00-07:00,188,181,184,80,166,151,56.98,60.82,64.83,75.51
2022-06-30 05:00:00-07:00,300,359,442,294,174,242,59.37,62.14,67.77,78.01
2022-06-30 06:00:00-07:00,490,607,860,792,238,330,58.5,62.52,67.47,77.2
2022-06-30 07:00:00-07:00,697,809,1050,1072,317,473,55.77,60.83,64.86,75.25
2022-06-30 08:00:00-07:00,694,828,1059,963,303,475,55.7,59.77,63.69,73.55
2022-06-30 09:00:00-07:00,786,837,1074,862,395,508,54.67,59.37,63.38,73.58
2022-06-30 10:00:00-07:00,463,500,612,454,230,289,55.26,59.12,62.39,71.91
2022-06-30 11:00:00-07:00,,,,,0,0,,,,
2022-06-30 12:00:00-07:00,,,,,0,0,,,,
2022-06-30 13:00:00-07:00,,,,,0,0,,,,
2022-06-30 14:00:00-07:00,1278,1314,1373,1562,817,953,48.5,52.29,57.14,65.26
2022-06-30 15:00:00-07:00,1524,1618,1598,1762,1252,1177,38.47,40.21,42.61,47.01
2022-06-30 16:00:00-07:00,1535,1432,1660,1791,1337,1073,36.57,37.7,39.26,44.13
2022-06-30 17:00:00-07:00,1640,1468,1626,1734,1267,1036,34.84,34.72,36.87,40.23
2022-06-30 18:00:00-07:00,1604,1615,1568,1759,1055,1140,38.72,40.73,43.88,48.5
2022-06-30 19:00:00-07:00,1212,1292,1417,1689,684,602,53.48,57.72,61.5,69.29
2022-06-30 20:00:00-07:00,950,1013,1157,1131,551,530,54.51,58.93,63.55,72.26
2022-06-30 21:00:00-07:00,660,784,907,836,400,373,54.21,58.73,62.8,73.17
2022-06-30 22:00:00-07:00,572,665,776,459,434,261,53.51,58.03,61.48,71.54
2022-06-30 23:00:00-07:00,544,565,406,351,425,258,49.75,52.56,53,26.05
2022-07-01 00:00:00-07:00,306,346,345,139,319,156,56.65,60.88,65.95,75.69
2022-07-01 01:00:00-07:00,251,291,263,97,224,147,56.09,59.68,65.49,75.71
2022-07-01 02:00:00-07:00,127,208,169,50,76,115,58.26,62.46,66.23,76.9
2022-07-01 03:00:00-07:00,149,174,149,49,111,114,57.31,60.54,64.94,74.96
2022-07-01 04:00:00-07:00,225,188,226,88,172,140,55.78,60.18,66.85,77.33
2022-07-01 05:00:00-07:00,302,337,441,252,156,204,57.49,63.29,67.79,78.13
2022-07-01 06:00:00-07:00,434,594,766,636,206,305,57.09,63.3,66.97,76.99
2022-07-01 07:00:00-07:00,606,755,982,923,284,459,54.7,60.43,64.37,73.64
2022-07-01 08:00:00-07:00,665,743,995,845,329,488,56.02,60,64.04,73.46
2022-07-01 09:00:00-07:00,773,882,1059,957,393,536,54.22,58.36,61.91,69.47
2022-07-01 10:00:00-07:00,879,988,1193,1093,480,605,55.57,59.31,62.57,72.01
2022-07-01 11:00:00-07:00,1049,1120,1349,1388,607,735,54.23,58.21,61.75,69.94
2022-07-01 12:00:00-07:00,1209,1292,1435,1712,672,777,52.74,56.5,60,67.36
2022-07-01 13:00:00-07:00,1354,1416,1506,1765,796,956,50.39,53.57,58.15,65.72
2022-07-01 14:00:00-07:00,1552,1644,1648,1765,1125,1206,41.15,43.39,46.68,53.15
2022-07-01 15:00:00-07:00,1356,1540,1523,1650,1314,1034,34.21,34.63,35.33,39.52
2022-07-01 16:00:00-07:00,1466,1472,1653,1755,1237,1075,36.45,37.2,38.83,43.24
2022-07-01 17:00:00-07:00,1548,1541,1603,1739,973,1129,37.21,38.73,41.53,46.57
2022-07-01 18:00:00-07:00,1427,1422,1495,1744,602,974,48.76,52.38,56.12,63.32
2022-07-01 19:00:00-07:00,1182,1121,1269,1228,667,782,52.8,58,63.52,72.72
2022-07-01 20:00:00-07:00,875,893,1087,1002,511,459,55.08,59.62,63.64,72.89
2022-07-01 21:00:00-07:00,731,780,1009,879,503,382,54,58.43,62.56,71.49
2022-07-01 22:00:00-07:00,561,676,751,578,389,290,54.88,59.27,63.91,74.68
2022-07-01 23:00:00-07:00,479,525,620,393,377,241,55.56,60.45,64.38,74.68
2022-07-02 00:00:00-07:00,301,374,414,183,296,142,57.39,61.44,65.94,75.4
2022-07-02 01:00:00-07:00,207,296,277,105,195,95,57.65,61.9,65.7,75.48
2022-07-02 02:00:00-07:00,123,210,216,83,71,83,58.4,62.19,67.14,79.02
2022-07-02 03:00:00-07:00,121,150,141,52,85,65,57.52,62.35,67.9,76.84
2022-07-02 04:00:00-07:00,168,190,138,39,167,94,56.93,60.87,65.83,76.23
2022-07-02 05:00:00-07:00,207,234,263,76,130,112,58.2,62.4,64.98,77.21
2022-07-02 06:00:00-07:00,283,310,419,178,189,148,57.62,62.3,66.83,77.48
2022-07-02 07:00:00-07:00,424,478,640,340,266,207,57.41,61.78,66.18,76.77
2022-07-02 08:00:00-07:00,430,607,776,583,219,278,57.48,61.43,65.01,75.1
2022-07-02 09:00:00-07:00,673,848,1084,924,326,367,56.74,59.69,62.24,71.16
2022-07-02 10:00:00-07:00,690,865,1169,1045,360,460,56.48,60.65,63.41,72.85
2022-07-02 11:00:00-07:00,823,992,1299,1180,439,487,56.33,59.84,63.71,73.15
2022-07-02 12:00:00-07:00,957,1076,1394,1344,538,565,53.71,57.54,60.71,68.54
2022-07-02 13:00:00-07:00,1110,1197,1448,1418,640,648,51.4,56.1,59.19,66.33
2022-07-02 14:00:00-07:00,1171,1221,1479,1477,653,633,54.13,58.5,62.41,70.96
2022-07-02 15:00:00-07:00,1184,1206,1481,1366,575,705,53.99,58.06,62.2,71.33
2022-07-02 16:00:00-07:00,1051,1152,1379,1362,611,577,54.35,58.42,61.42,69.5
2022-07-02 17:00:00-07:00,929,1113,1341,1264,484,567,55.75,60.42,64.29,73.55
2022-07-02 18:00:00-07:00,882,1022,1214,1091,439,503,55.33,60.85,64.87,74.16
2022-07-02 19:00:00-07:00,787,921,1067,938,499,368,57.01,61.47,65.66,75.56
2022-07-02 20:00:00-07:00,636,771,947,745,365,254,56.99,61.19,65.38,74.88
2022-07-02 21:00:00-07:00,562,726,908,712,421,240,55.87,59.6,63.85,73.43
2022-07-02 22:00:00-07:00,390,628,789,552,271,167,56.45,60.63,63.85,74.23
2022-07-02 23:00:00-07:00,396,591,678,416,336,169,57.79,61.38,64.65,75.08
2022-07-03 00:00:00-07:00,178,338,473,294,189,122,54.13,55.14,57.72,64.54
2022-07-03 01:00:00-07:00,165,270,280,99,142,86,56.01,62.41,66.12,76.28
2022-07-03 02:00:00-07:00,106,206,217,74,45,73,57.97,63.55,66.29,74.94
2022-07-03 03:00:00-07:00,113,154,160,43,96,53,56.31,62.57,67.03,75.07
2022-07-03 04:00:00-07:00,136,155,136,27,155,45,56.96,60.8,65.97,78.08
2022-07-03 05:00:00-07:00,172,169,142,42,133,80,57.26,61.68,67.22,78.52
2022-07-03 06:00:00-07:00,218,224,233,79,187,104,57.85,63.14,67.97,78.48
2022-07-03 07:00:00-07:00,289,329,410,156,192,139,58.35,63.19,67.21,77.64
2022-07-03 08:00:00-07:00,356,421,574,284,229,210,57.84,62.07,66.75,76.39
2022-07-03 09:00:00-07:00,442,606,809,571,251,245,58.03,62.29,66.16,75.75
2022-07-03 10:00:00-07:00,595,788,961,801,318,361,57.54,61.79,64.91,75
2022-07-03 11:00:00-07:00,758,905,1234,1132,470,431,56.25,60.8,63.84,73.06
2022-07-03 12:00:00-07:00,1025,1096,1411,1316,537,654,54.41,59.16,62.67,71.21
2022-07-03 13:00:00-07:00,1086,1182,1443,1444,583,590,54.46,58.62,62.23,71.04
2022-07-03 14:00:00-07:00,1045,1163,1415,1375,639,575,54.98,59.18,63.08,72.57
2022-07-03 15:00:00-07:00,1054,1217,1375,1298,604,607,54.88,59.28,63.47,72.6
2022-07-03 16:00:00-07:00,919,1111,1283,1228,531,488,56.43,60.03,64.1,73.62
2022-07-03 17:00:00-07:00,868,1075,1239,1127,402,541,56.14,61.09,64.96,74.21
2022-07-03 18:00:00-07:00,830,986,1216,1118,438,512,56.58,61.37,65.06,74.46
2022-07-03 19:00:00-07:00,720,833,1034,872,520,307,56.9,61.56,65.28,74.68
2022-07-03 20:00:00-07:00,636,793,991,854,374,305,56.75,61.4,65.27,74.95
2022-07-03 21:00:00-07:00,528,657,825,644,359,245,56.32,60.51,64.31,73.94
2022-07-03 22:00:00-07:00,471,599,771,520,347,220,56.25,60.49,64.14,74.35
2022-07-03 23:00:00-07:00,340,459,588,346,289,171,56.79,60.98,64.96,75.07
2022-07-04 00:00:00-07:00,284,319,378,176,263,90,57.47,61.81,65.12,76.77
2022-07-04 01:00:00-07:00,185,226,244,82,136,92,57.24,62.62,65.04,76.38
2022-07-04 02:00:00-07:00,74,178,165,56,34,70,57.46,62.72,66.16,73.27
2022-07-04 03:00:00-07:00,101,135,143,37,80,73,56.27,61.7,66.57,77.03
2022-07-04 04:00:00-07:00,127,148,127,38,127,47,57.07,61.91,66.98,76.71
2022-07-04 05:00:00-07:00,179,177,162,46,130,104,57.41,63.13,67.4,78.5
2022-07-04 06:00:00-07:00,209,244,273,94,168,83,58.85,64.24,67.41,76.75
2022-07-04 07:00:00-07:00,328,321,428,186,227,162,58.95,63.13,68.16,80.46
2022-07-04 08:00:00-07:00,321,394,512,298,202,156,58.89,63.14,67.17,76.63
2022-07-04 09:00:00-07:00,463,508,710,430,260,219,58.82,62.5,66.03,76.18
2022-07-04 10:00:00-07:00,593,663,862,669,364,263,57.57,62.04,65.77,75.74
2022-07-04 11:00:00-07:00,725,785,1035,825,486,330,56.97,61.34,65.11,73.74
2022-07-04 12:00:00-07:00,868,975,1222,1076,540,462,55.78,60.46,64.03,73.56
2022-07-04 13:00:00-07:00,958,972,1333,1252,560,506,55.82,59.77,63.23,72.15
2022-07-04 14:00:00-07:00,871,1110,1331,1288,520,435,56.37,60.27,64.02,73.47
2022-07-04 15:00:00-07:00,928,1073,1321,1239,528,475,55.73,59.41,63.86,72.7
2022-07-04 16:00:00-07:00,792,1015,1185,1073,454,381,56.35,61.08,64.73,74.28
2022-07-04 17:00:00-07:00,686,929,1141,1036,392,339,57.23,61.83,65.31,75.1
2022-07-04 18:00:00-07:00,660,787,1065,862,366,328,58.22,63.14,66.77,76.73
2022-07-04 19:00:00-07:00,540,778,924,786,319,280,58.71,62.7,66.6,76.22
2022-07-04 20:00:00-07:00,524,639,842,601,278,272,58.28,61.81,65.82,75.59
2022-07-04 21:00:00-07:00,474,636,791,612,294,235,56.15,59.74,63.55,72.77
2022-07-04 22:00:00-07:00,418,640,776,598,260,224,55.91,60.52,64.33,74.49
2022-07-04 23:00:00-07:00,450,670,814,618,294,221,57.09,61.78,64.96,75.42
2022-07-05 00:00:00-07:00,258,380,462,245,196,120,57.43,62.57,65.88,77.27
